98922941 function calls (84103311 primitive calls) in 94.514 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pretty.py:30(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 fields.py:286(FracElement)
       41    0.000    0.000    0.011    0.000 sre_compile.py:622(_code)
      108    0.000    0.000    0.000    0.000 iterables.py:3025(iterable)
        1    0.000    0.000    0.000    0.000 libelefun.py:1(<module>)
       10    0.000    0.000    0.001    0.000 fake_impl.py:19(register)
       74    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.004    0.004 simplify.py:1(<module>)
        1    0.000    0.000    0.000    0.000 libmpi.py:1(<module>)
       10    0.000    0.000    0.065    0.006 inspect.py:1485(getframeinfo)
        1    0.000    0.000    0.010    0.010 config.py:2(<module>)
       43    0.000    0.000    0.000    0.000 builtin.py:628(__init__)
        2    0.000    0.000    0.002    0.001 sets.py:1(<module>)
       11    0.000    0.000    0.000    0.000 message.py:462(get)
       15    0.000    0.000    0.000    0.000 _utils.py:9(_get_device_index)
        1    0.000    0.000    0.006    0.006 serialization.py:1715(_load)
      144    0.000    0.000    0.000    0.000 artist.py:842(get_animated)
        1    0.000    0.000    0.000    0.000 densebasic.py:1(<module>)
   185/75    0.000    0.000    0.003    0.000 traitlets.py:676(__get__)
       75    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
        1    0.000    0.000    0.000    0.000 add.py:86(Add)
        1    0.000    0.000    0.072    0.072 higher_order_ops.py:3(<module>)
        4    0.000    0.000    0.001    0.000 iostream.py:259(schedule)
       41    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.002    0.002 misc.py:2(<module>)
        2    0.000    0.000    0.003    0.002 bessel.py:1(<module>)
      144    0.000    0.000    0.000    0.000 backend_bases.py:414(get_image_magnification)
      153    0.000    0.000    0.000    0.000 re.py:270(escape)
        1    0.000    0.000    0.002    0.002 integrals.py:1(<module>)
      108    0.000    0.000    0.000    0.000 inspect.py:2036(parse_name)
        1    0.000    0.000    0.002    0.002 user_defined.py:3(<module>)
        1    0.000    0.000    0.003    0.003 _view_ops.py:4(<module>)
      325    0.000    0.000    0.000    0.000 __init__.py:674(_set)
      134    0.000    0.000    0.000    0.000 patches.py:1692(set_height)
      144    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
      161    0.000    0.000    0.000    0.000 inspect.py:91(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 util.py:45(get_platform)
       84    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
      122    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
      508    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        6    0.000    0.000    0.000    0.000 {method 'set_' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 hyperexpand.py:476(Hyper_Function)
        1    0.000    0.000    0.008    0.008 serialization.py:1117(load)
        1    0.000    0.000    0.000    0.000 assumptions_generated.py:1(<module>)
        1    0.000    0.000    0.002    0.002 single.py:5(<module>)
      180    0.000    0.000    0.000    0.000 offsetbox.py:336(get_children)
      180    0.000    0.000    0.001    0.000 _ops.py:1017(<genexpr>)
        1    0.000    0.000    0.000    0.000 replay_record.py:13(ModuleRecord)
       41    0.000    0.000    0.000    0.000 jit.py:741(<listcomp>)
      490    0.000    0.000    0.000    0.000 font_manager.py:1150(score_style)
        1    0.000    0.000    0.000    0.000 _runtime_utils.py:2(<module>)
      144    0.000    0.000    0.000    0.000 backend_bases.py:1880(draw)
      296    0.000    0.000    0.000    0.000 inspect.py:247(isframe)
        1    0.000    0.000    0.075    0.075 math.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy.py:1(<module>)
      202    0.000    0.000    0.000    0.000 _funcs.py:22(is_public_function)
        6    0.000    0.000    0.000    0.000 backend_bases.py:1723(__init__)
        1    0.000    0.000    0.000    0.000 hadamard.py:313(HadamardPower)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:75(NumExprPrinter)
        1    0.000    0.000    0.000    0.000 solveset.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sympy_parser.py:1(<module>)
      243    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
       22    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 libintmath.py:127(<listcomp>)
        1    0.000    0.000    0.000    0.000 special.py:10(ZeroMatrix)
      230    0.000    0.000    0.000    0.000 symbolic_helper.py:206(parse_args)
        1    0.000    0.000    0.007    0.007 function.py:1(<module>)
       25    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
       12    0.000    0.000    0.000    0.000 __init__.py:399(__getitem__)
        1    0.000    0.000    0.000    0.000 _ndarray.py:185(ndarray)
        1    0.000    0.000    0.002    0.002 symbolic_helper.py:2(<module>)
      725    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 ctx_iv.py:151(ivmpc)
      144    0.000    0.000    0.000    0.000 backend_agg.py:284(option_scale_image)
        1    0.000    0.000    0.002    0.002 diophantine.py:1(<module>)
     26/2    0.000    0.000    0.013    0.007 offsetbox.py:358(get_bbox)
     1041    0.000    0.000    0.000    0.000 {built-in method gmpy2.gmpy2.bit_length}
        1    0.000    0.000    0.130    0.130 autograd_cache.py:2(<module>)
        1    0.000    0.000    0.000    0.000 polygon.py:28(Polygon)
        1    0.000    0.000    0.000    0.000 plane.py:30(Plane)
        6    0.000    0.000    0.002    0.000 _base.py:3391(tick_params)
       13    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_has_kernel}
       16    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
        1    0.000    0.000    0.003    0.003 ode.py:1(<module>)
        1    0.000    0.000    0.009    0.009 summations.py:1(<module>)
       41    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
        1    0.000    0.000    0.000    0.000 expr.py:43(Expr)
        7    0.000    0.000    0.000    0.000 gridspec.py:397(get_subplot_params)
        4    0.000    0.000    0.000    0.000 _arraysetops_impl.py:342(_unique1d)
    45/38    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
        3    0.000    0.000    0.001    0.000 warnings.py:35(_formatwarnmsg_impl)
    95/86    0.000    0.000    0.000    0.000 typing.py:791(<listcomp>)
       37    0.000    0.000    0.000    0.000 decorators.py:202(make_wrapped)
      490    0.000    0.000    0.000    0.000 font_manager.py:1214(score_size)
       26    0.000    0.000    0.001    0.000 recording.py:229(decorator)
        6    0.000    0.000    0.001    0.000 legend.py:922(<listcomp>)
        2    0.000    0.000    0.104    0.052 __init__.py:3(<module>)
        4    0.000    0.000    0.116    0.029 driver.py:1(<module>)
        2    0.000    0.000    0.001    0.001 modules.py:1(<module>)
        1    0.000    0.000    0.003    0.003 polyclasses.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fully_sharded_data_parallel.py:127(FullyShardedDataParallel)
      135    0.000    0.000    0.000    0.000 optimizer.py:453(_optimizer_step_code)
        1    0.000    0.000    0.000    0.000 lists.py:889(RestrictedListSubclassVariable)
       47    0.000    0.000    0.000    0.000 autograd.py:99(<genexpr>)
        1    0.000    0.000    0.001    0.001 JpegImagePlugin.py:34(<module>)
        1    0.000    0.000    0.003    0.003 _fsdp_collectives.py:2(<module>)
        1    0.000    0.000    0.009    0.009 matexpr.py:1(<module>)
        1    0.000    0.000    0.006    0.006 trigonometric.py:1(<module>)
        1    0.000    0.000    0.121    0.121 _flat_param.py:2(<module>)
       81    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.006    0.006 _common_utils.py:2(<module>)
       16    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
      134    0.000    0.000    0.000    0.000 patches.py:1720(get_angle)
       16    0.000    0.000    0.001    0.000 offsetbox.py:571(__init__)
        3    0.000    0.000    0.000    0.000 init.py:456(kaiming_uniform_)
        1    0.000    0.000    0.003    0.003 onnxruntime.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset8.py:2(<module>)
      144    0.000    0.000    0.000    0.000 ImageFile.py:75(_tilesort)
       54    0.000    0.000    0.000    0.000 _ops.py:1042(<dictcomp>)
        1    0.000    0.000    0.002    0.002 value_ranges.py:2(<module>)
       16    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        2    0.000    0.000    0.000    0.000 _shape_base_impl.py:741(array_split)
      240    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
       16    0.000    0.000    0.003    0.000 legend_handler.py:103(legend_artist)
      670    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        3    0.000    0.000    0.004    0.001 _base.py:813(_init_axis)
        1    0.000    0.000    0.001    0.001 __init__.py:28(<module>)
      903    0.000    0.000    0.000    0.000 inspect.py:367(<lambda>)
        3    0.000    0.000    0.002    0.001 linear.py:93(__init__)
        1    0.000    0.000    0.000    0.000 _casting_dicts.py:3(<module>)
        1    0.000    0.000    0.000    0.000 path.py:819(circle)
        1    0.000    0.000    3.439    3.439 Image.py:2347(save)
      2/1    0.000    0.000    0.007    0.007 pyplot.py:362(switch_backend)
      159    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       33    0.000    0.000    0.000    0.000 ImageMode.py:25(__init__)
       21    0.000    0.000    0.000    0.000 _contextlib.py:70(context_decorator)
        1    0.000    0.000    0.001    0.001 tensor.py:3(<module>)
        2    0.000    0.000    0.372    0.186 layout_engine.py:163(execute)
        1    0.000    0.000    0.000    0.000 ctx_mp.py:96(init_builtins)
       78    0.000    0.000    0.000    0.000 offsetbox.py:187(<genexpr>)
        1    0.000    0.000    0.014    0.014 intersection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 libmpf.py:136(<listcomp>)
       11    0.000    0.000    0.002    0.000 configurable.py:57(__init__)
       12    0.000    0.000    0.000    0.000 typing.py:985(__class_getitem__)
        1    0.000    0.000    0.080    0.080 basic.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
        9    0.000    0.000    0.010    0.001 custom_ops.py:170(__init__)
       12    0.000    0.000    0.000    0.000 {method 'is_floating_point' of 'torch._C.TensorBase' objects}
       30    0.000    0.000    0.000    0.000 utils.py:69(<listcomp>)
        1    0.000    0.000    0.001    0.001 series.py:2(<module>)
        1    0.000    0.000    0.064    0.064 pycode.py:1(<module>)
      116    0.000    0.000    0.000    0.000 numeric.py:600(_argwhere_dispatcher)
        1    0.000    0.000    0.003    0.003 _result.py:4(<module>)
      347    0.000    0.000    0.000    0.000 pretty_symbology.py:10(U)
      250    0.000    0.000    0.001    0.000 core.py:2619(extern)
        1    0.000    0.000    0.003    0.003 rootoftools.py:1(<module>)
       55    0.000    0.000    0.000    0.000 _builtins.py:188(_register_builtin)
        1    0.000    0.000    0.005    0.005 matmul.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _flat_param.py:451(FlatParamHandle)
     10/7    0.000    0.000    0.286    0.041 __init__.py:289(_lazy_init)
        1    0.000    0.000    0.000    0.000 _funcs_impl.py:3(<module>)
        1    0.000    0.000    0.001    0.001 more.py:1(<module>)
        1    0.000    0.000    0.025    0.025 expr.py:1(<module>)
       12    0.000    0.000    0.002    0.000 spines.py:432(linear_spine)
        1    0.000    0.000    0.023    0.023 entity.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _base.py:876(_set_lim_and_transforms)
      719    0.000    0.000    0.000    0.000 conflict.py:63(<lambda>)
      204    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
      202    0.000    0.000    0.000    0.000 points_collector.py:146(<lambda>)
       38    0.000    0.000    0.000    0.000 assumptions.py:494(make_property)
        3    0.000    0.000    0.055    0.018 figure.py:586(add_subplot)
      490    0.000    0.000    0.000    0.000 font_manager.py:1167(score_variant)
      235    0.000    0.000    0.000    0.000 libmpf.py:330(from_int)
       37    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
        1    0.000    0.000    0.002    0.002 smtlib.py:1(<module>)
        1    0.000    0.000    0.003    0.003 boolalg.py:1(<module>)
      276    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.003    0.003 bytecode_transformation.py:2(<module>)
        1    0.000    0.000    0.154    0.154 functions.py:3(<module>)
        1    0.000    0.000    0.001    0.001 jit_compile_runtime_wrappers.py:2(<module>)
       18    0.000    0.000    0.021    0.001 trace_rules.py:3353(add)
        2    0.000    0.000    0.003    0.002 eigen.py:1(<module>)
        1    0.000    0.000    0.009    0.009 agents_ai.py:165(load_model)
        2    0.000    0.000    0.000    0.000 determinant.py:1(<module>)
        3    0.000    0.000    0.000    0.000 decorators.py:111(sympify_method_args)
      159    0.000    0.000    0.000    0.000 {built-in method gmpy2.gmpy2._mpmath_create}
        2    0.000    0.000    0.364    0.182 _tight_layout.py:194(get_tight_layout_figure)
       40    0.000    0.000    0.001    0.000 fromnumeric.py:2609(cumsum)
       47    0.000    0.000    0.000    0.000 traitlets.py:718(_validate)
       47    0.000    0.000    0.000    0.000 _ops.py:284(fallthrough)
       11    0.000    0.000    0.000    0.000 _deprecation.py:28(decorator)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:27(<module>)
        6    0.000    0.000    0.005    0.001 serialization.py:1794(persistent_load)
        2    0.000    0.000    0.000    0.000 traitlets.py:972(setup_class)
